Word,Root,Affix,Tag,PoS_root,PoS_word,tag_splitted
таптыңыздар,Тап,ты-ңыздар,PST_DEF_POSS_2PLF,VERB,VERB,"['PST', 'DEF', 'POSS', '2PLF']"
бийлечүсүң,Бийле,чү-сүң,PST_ITER_2SG,VERB,VERB,"['PST', 'ITER', '2SG']"
ырларына,ыр,ларына,PL_POSS_3PL_DAT,NOUN,NOUN,"['PL', 'POSS', '3PL', 'DAT']"
сырдабаган,Сырда,ба-ган,NEG_PST_INDF_3SG,VERB,VERB,"['NEG', 'PST', 'INDF', '3SG']"
чыкмак,Чык,мак,INF_4,VERB,VERB,"['INF', '4']"
жүгүрчүсүздөр,Жүгүр,чү-сүз-дөр,PST_ITER_2PLF,VERB,VERB,"['PST', 'ITER', '2PLF']"
аткарасыз,аткар,а-сыз,FUT_DEF_2SGF,VERB,VERB,"['FUT', 'DEF', '2SGF']"
темирлериңиздердин,темир,лериңиздердин,PL_POSS_2PLF_GEN,NOUN,NOUN,"['PL', 'POSS', '2PLF', 'GEN']"
кубулбасмын,кубул,бас-мын,FUT_INDF_NEG_PERS_1SG,VERB,VERB,"['FUT', 'INDF', 'NEG', 'PERS', '1SG']"
коштошуп жатасың,Коштош,уп-жатасың,PRES_2SG,VERB,VERB,"['PRES', '2SG']"
жамаш,Жама,ш,RECP,VERB,VERB,['RECP']
шыпырдыңыз,Шыпыр,ды-ңыз,PST_DEF_POSS_2SGF,VERB,VERB,"['PST', 'DEF', 'POSS', '2SGF']"
мыйзамдарымды,мыйзам,дарымды,PL_POSS_1SG_ACC,NOUN,NOUN,"['PL', 'POSS', '1SG', 'ACC']"
унутуу,Унут,уу,INF_2,VERB,VERB,"['INF', '2']"
уюмдан,уюм,дан,ABL,NOUN,NOUN,['ABL']
кубуларсыз,кубул,а-р-сыз,FUT_INDF_2SGF,VERB,VERB,"['FUT', 'INDF', '2SGF']"
самындарыбыздан,самын,дарыбыздан,PL_POSS_1PL_ABL,NOUN,NOUN,"['PL', 'POSS', '1PL', 'ABL']"
сүзбөс,Сүз,бө-с ,FUT_INDF_NEG,VERB,VERB,"['FUT', 'INDF', 'NEG']"
берип жатамын,Бер,ип-жатамын,PRES_1SG,VERB,VERB,"['PRES', '1SG']"
жашарбыз,Жаша,р-быз,FUT_INDF_1PL,VERB,VERB,"['FUT', 'INDF', '1PL']"
жыйырма төртүнчүсүң,жыйырма төрт,үнчү-сүң,NUM_ORD_2SGF,NUM,NUM,"['NUM', 'ORD', '2SGF']"
сындаптырсыңар,сында,птыр-сыңар,PST_EVID_2PL,VERB,VERB,"['PST', 'EVID', '2PL']"
үйрөнсө,Үйрөн,сө,COND,VERB,VERB,['COND']
каттагын,катта,гын,IMP_SG,VERB,VERB,"['IMP', 'SG']"
дүкөндөрүбүз,дүкөн,дөрүбүз,PL_POSS_1PL,NOUN,NOUN,"['PL', 'POSS', '1PL']"
айраныңыздардан,айран,ыңыздардан,POSS_2PLF_ABL,NOUN,NOUN,"['POSS', '2PLF', 'ABL']"
чыгармаларымдан,чыгарма,ларымдан,PL_POSS_1SG_ABL,NOUN,NOUN,"['PL', 'POSS', '1SG', 'ABL']"
арнарсыздар,арна,р-сыздар,FUT_INDF_3PLF,VERB,VERB,"['FUT', 'INDF', '3PLF']"
унутарбыз,Унут,ар-быз,FUT_INDF_1PL,VERB,VERB,"['FUT', 'INDF', '1PL']"
элчилериңиздердин,элчи,лериңиздердин,PL_POSS_2PLF_GEN,NOUN,NOUN,"['PL', 'POSS', '2PLF', 'GEN']"
сиңдилеринин,сиңди,леринин,PL_POSS_3PL_GEN,NOUN,NOUN,"['PL', 'POSS', '3PL', 'GEN']"
жаттаба,Жатта,ба,NEG,VERB,VERB,['NEG']
касапчыларыңа,касапчы,ларыңа,PL_POSS_2SG_DAT,NOUN,NOUN,"['PL', 'POSS', '2SG', 'DAT']"
суктанса,суктан,са,COND,VERB,VERB,['COND']
сындап жатасың,сында,п-жатасың,PRES_COND,VERB,VERB,"['PRES', 'COND']"
чабыптырсыз,Чап,ыптыр-сыз,PST_EVID_2SGF,VERB,VERB,"['PST', 'EVID', '2SGF']"
бүктөсөң,Бүктө,сөң,COND_POSS_2SG,VERB,VERB,"['COND', 'POSS', '2SG']"
термелгенбиз,термел,ген-биз,PST_INDF_1PL,VERB,VERB,"['PST', 'INDF', '1PL']"
унутчу,Унут,чу,PREC_1,VERB,VERB,"['PREC', '1']"
жаздың,Жаз,дың,PST_DEF_POSS_2SG,VERB,VERB,"['PST', 'DEF', 'POSS', '2SG']"
авторсуздар,автор,суздар,PERS_2PLF,NOUN,NOUN,"['PERS', '2PLF']"
жолугчу,жолук,чу,PST_ITER,VERB,VERB,"['PST', 'ITER']"
келиндери,келин,дери,PL_POSS_3PL,NOUN,NOUN,"['PL', 'POSS', '3PL']"
бийлешпейт,Бийле,ш-пе-й-т,NEG_FUT_DEF_3PL,VERB,VERB,"['NEG', 'FUT', 'DEF', '3PL']"
конушпайт,Кон,уш-па-й-т,NEG_FUT_DEF_3PL,VERB,VERB,"['NEG', 'FUT', 'DEF', '3PL']"
жыйналды,Жыйна,л-ды,PASS_PST_DEF,VERB,VERB,"['PASS', 'PST', 'DEF']"
сырдаптырбыз,Сырда,птыр-быз,PST_EVID_1PL,VERB,VERB,"['PST', 'EVID', '1PL']"
термелесиң,термел,е-сиң,FUT_DEF_2SG,VERB,VERB,"['FUT', 'DEF', '2SG']"
дептериңерге,дептер,иңерге,POSS_2PL_DAT,NOUN,NOUN,"['POSS', '2PL', 'DAT']"
рестораныбыздан,ресторан,ыбыздан,POSS_1PL_ABL,NOUN,NOUN,"['POSS', '1PL', 'ABL']"
суктанбайсың,суктан,ба-йсың,NEG_2SG,VERB,VERB,"['NEG', '2SG']"
сүткө,сүт,кө,DAT,NOUN,NOUN,['DAT']
сурабаймын,Сура,ба-ймын,NEG_1SG,VERB,VERB,"['NEG', '1SG']"
текшериптирсиздер,Текшер,иптир-сиздер,PST_EVID_2PLF,VERB,VERB,"['PST', 'EVID', '2PLF']"
өстүрдүм,Өстүр,дүм,PST_DEF_POSS_1SG,VERB,VERB,"['PST', 'DEF', 'POSS', '1SG']"
тиштеген,Тиште,ген,PST_INDF_PERS_3SG,VERB,VERB,"['PST', 'INDF', 'PERS', '3SG']"
мергенчилерден,мергенчи,лерден,PL_ABL,NOUN,NOUN,"['PL', 'ABL']"
консоңор,Кон,соң-ор,COND_POSS_2PL,VERB,VERB,"['COND', 'POSS', '2PL']"
поезддериңерде,поезд,дериңерде,PL_POSS_2PL_LOC,NOUN,NOUN,"['PL', 'POSS', '2PL', 'LOC']"
секиргим,Секир,гим,INF_5_POSS_1SG,VERB,VERB,"['INF', '5', 'POSS', '1SG']"
жомогуңузда,жомок,уңузда,POSS_2SGF_LOC,NOUN,NOUN,"['POSS', '2SGF', 'LOC']"
айрандарыңды,айран,дарыңды,PL_POSS_2SG_ACC,NOUN,NOUN,"['PL', 'POSS', '2SG', 'ACC']"
достошчусуң,Достош,чу-суң,PST_ITER_2SG,VERB,VERB,"['PST', 'ITER', '2SG']"
адистерибиздин,адис,терибиздин,PL_POSS_2PL_GEN,NOUN,NOUN,"['PL', 'POSS', '2PL', 'GEN']"
философуңду,философ,уңду,POSS_2SG_ACC,NOUN,NOUN,"['POSS', '2SG', 'ACC']"
жерлериңерди,жер,лериңерди,PL_POSS_2PL_ACC,NOUN,NOUN,"['PL', 'POSS', '2PL', 'ACC']"
өрдөктөрүңөн,өрдөк,төрүңөн,PL_POSS_2SG_ABL,NOUN,NOUN,"['PL', 'POSS', '2SG', 'ABL']"
тарыхыңы,тарых,ыңы,POSS_2SG_ACC,NOUN,NOUN,"['POSS', '2SG', 'ACC']"
буйрудум,буйру,дум,PST_DEF_POSS_1SG,VERB,VERB,"['PST', 'DEF', 'POSS', '1SG']"
мергенчиңде,мергенчи,ңде,POSS_2SG_LOC,NOUN,NOUN,"['POSS', '2SG', 'LOC']"
каармандарыма,каарман,дарыма,PL_POSS_1SG_DAT,NOUN,NOUN,"['PL', 'POSS', '1SG', 'DAT']"
жетимиш миңче,жетимиш миң,че,NUM_APPR1,NUM,NUM,"['NUM', 'APPR1']"
аткарсак,аткар,сак,COND_POSS_1PL,VERB,VERB,"['COND', 'POSS', '1PL']"
байкабаймын,байка,ба-ймын,NEG_1SG,VERB,VERB,"['NEG', '1SG']"
окумуштууларбыз,окумуштуу,ларбыз,PL_PERS_1PL,NOUN,NOUN,"['PL', 'PERS', '1PL']"
издебейсиң,Изде,бе-йсиң,NEG_2SG,VERB,VERB,"['NEG', '2SG']"
ченерсиңер,Чене,р-сиңер,FUT_INDF_2PL,VERB,VERB,"['FUT', 'INDF', '2PL']"
учуптурсуздар,Уч,уптур-суздар,PST_EVID_2PLF,VERB,VERB,"['PST', 'EVID', '2PLF']"
санагыла,Сана,гыла,IMP_PL,VERB,VERB,"['IMP', 'PL']"
күлбөчү,Күл,бө-чү,NEG_PST_ITER_3SG,VERB,VERB,"['NEG', 'PST', 'ITER', '3SG']"
жаралышсын,жарал,ышсын,JUS_PL,VERB,VERB,"['JUS', 'PL']"
кырк жетиге,кырк жети,ге,DAT,NUM,NUM,['DAT']
тиштегенсиздер,Тиште,ген-сиз-дер,PST_INDF_2PLF,VERB,VERB,"['PST', 'INDF', '2PLF']"
ачпас,Ач,па-с,PCP_FUT_NEG,VERB,VERB,"['PCP', 'FUT', 'NEG']"
кармайсыздар,Карма,й-сыздар,FUT_DEF_2PLF,VERB,VERB,"['FUT', 'DEF', '2PLF']"
билимиңде,билим,иңде,POSS_2SG_LOC,NOUN,NOUN,"['POSS', '2SG', 'LOC']"
берип жатасың,Бер,ип-жатасың,PRES_2SG,VERB,VERB,"['PRES', '2SG']"
комуздарга,комуз,дарга,PL_DAT,NOUN,NOUN,"['PL', 'DAT']"
жезделериңерди,жезде,лериңерди,PL_POSS_2PL_ACC,NOUN,NOUN,"['PL', 'POSS', '2PL', 'ACC']"
жездемди,жезде,мди,POSS_1SG_ACC,NOUN,NOUN,"['POSS', '1SG', 'ACC']"
балкаңыздарда,балка,ңыздарда,POSS_2PLF_LOC,NOUN,NOUN,"['POSS', '2PLF', 'LOC']"
таштарыман,таш,тарыман,PL_POSS_1SG_ABL,NOUN,NOUN,"['PL', 'POSS', '1SG', 'ABL']"
сүттөрүбүздүн,сүт,төрүбүздүн,PL_POSS_1PL_GEN,NOUN,NOUN,"['PL', 'POSS', '1PL', 'GEN']"
дептериме,дептер,име,POSS_1SG_DAT,NOUN,NOUN,"['POSS', '1SG', 'DAT']"
санабайбыз,Сана,ба-йбыз,NEG_1PL,VERB,VERB,"['NEG', '1PL']"
күтбөс,Күт,пө-с,PCP_FUT_NEG,VERB,VERB,"['PCP', 'FUT', 'NEG']"
рестораныңардан,ресторан,ыңардан,POSS_2PL_ABL,NOUN,NOUN,"['POSS', '2PL', 'ABL']"
бере жатасыз,Бер,е-жат-а-сыз,PRES_2SGF,VERB,VERB,"['PRES', '2SGF']"
талашасыңар,талаш,а-сыңар,FUT_DEF_2PL,VERB,VERB,"['FUT', 'DEF', '2PL']"
өнөрүңдөн,өнөр,үңдөн,POSS_2SG_ABL,NOUN,NOUN,"['POSS', '2SG', 'ABL']"
бердик,Бер,дик,PST_DEF_POSS_1PL,VERB,VERB,"['PST', 'DEF', 'POSS', '1PL']"
бийлөөчү,Бийле,өөчу,PCP_PR,VERB,VERB,"['PCP', 'PR']"
мергенчилерде,мергенчи,лерде,PL_LOC,NOUN,NOUN,"['PL', 'LOC']"
жомоктордо,жомок,тордо,PL_LOC,NOUN,NOUN,"['PL', 'LOC']"
термелбесмин,термел,бес-мин,FUT_INDF_NEG_PERS_1SG,VERB,VERB,"['FUT', 'INDF', 'NEG', 'PERS', '1SG']"
жигитиңерге,жигит,иңерге,POSS_2PL_DAT,NOUN,NOUN,"['POSS', '2PL', 'DAT']"
ырымы,ыр,ымы,POSS_1SG_ACC,NOUN,NOUN,"['POSS', '1SG', 'ACC']"
айнегиңерден,айнек,иңерден,POSS_2PL_ABL,NOUN,NOUN,"['POSS', '2PL', 'ABL']"
ырларыңдын,ыр,ларыңдын,PL_POSS_1SG_GEN,NOUN,NOUN,"['PL', 'POSS', '1SG', 'GEN']"
жарандарыңыздардын,жаран,дарыңыздардын,PL_POSS_2PLF_GEN,NOUN,NOUN,"['PL', 'POSS', '2PLF', 'GEN']"
мырзасынан,мырза,сынан,POSS_3PL_ABL,NOUN,NOUN,"['POSS', '3PL', 'ABL']"
айымдарыңарды,айым,дарыңарды,PL_POSS_2PL_ACC,NOUN,NOUN,"['PL', 'POSS', '2PL', 'ACC']"
отурарсыздар,Отур,ар-сыздар,FUT_INDF_3PLF,VERB,VERB,"['FUT', 'INDF', '3PLF']"
чаптабаган,Чапта,ба-ган,NEG_PST_INDF_3SG,VERB,VERB,"['NEG', 'PST', 'INDF', '3SG']"
сактагын,сакта,гын,IMP_SG,VERB,VERB,"['IMP', 'SG']"
кубулуп жаттың,кубул,уп-жаттың,PRES_PST_2SG,VERB,VERB,"['PRES', 'PST', '2SG']"
апаларыман,апа,ларыман,PL_POSS_1SG_ABL,NOUN,NOUN,"['PL', 'POSS', '1SG', 'ABL']"
ырыңыздарды,ыр,ыңыздарды,POSS_2PLF_ACC,NOUN,NOUN,"['POSS', '2PLF', 'ACC']"
көтөрдүк,Көтөр,дүк,PST_DEF_POSS_1PL,VERB,VERB,"['PST', 'DEF', 'POSS', '1PL']"
токсон жетинчисиздер,токсон жети,нчи-сиздер,NUM_ORD_3PL,NUM,NUM,"['NUM', 'ORD', '3PL']"
комуздарыңыздарга,комуз,дарыңыздарга,PL_POSS_2PLF_DAT,NOUN,NOUN,"['PL', 'POSS', '2PLF', 'DAT']"
байкадыңыздар,байка,дыңыздар,PST_DEF_POSS_2PLF,VERB,VERB,"['PST', 'DEF', 'POSS', '2PLF']"
береби,Бер,еби,HOR_SG,VERB,VERB,"['HOR', 'SG']"
унутпасмын,Унут,пас-мын,FUT_INDF_NEG_PERS_1SG,VERB,VERB,"['FUT', 'INDF', 'NEG', 'PERS', '1SG']"
элчиден,элчи,ден,ABL,NOUN,NOUN,['ABL']
иштегин,Иште,гин,IMP_SG,VERB,VERB,"['IMP', 'SG']"
мезгилинин,мезгил,инин,POSS_3SG_GEN,NOUN,NOUN,"['POSS', '3SG', 'GEN']"
шыпырбайсың,Шыпыр,ба-йсың,NEG_2SG,VERB,VERB,"['NEG', '2SG']"
талашмаксыз,талаш,мак-сыз,INF_4_2SGF,VERB,VERB,"['INF', '4', '2SGF']"
берчүсүңөр,Бер,чү-сүңөр,PST_ITER_2PL,VERB,VERB,"['PST', 'ITER', '2PL']"
ишенбес,Ишен,бе-с,PCP_FUT_NEG,VERB,VERB,"['PCP', 'FUT', 'NEG']"
меймандарыңызда,мейман,дарыңызда,PL_POSS_2SGF_LOC,NOUN,NOUN,"['PL', 'POSS', '2SGF', 'LOC']"
актёрлорумдун,актёр,лорумдун,PL_POSS_1SG_GEN,NOUN,NOUN,"['PL', 'POSS', '1SG', 'GEN']"
чыгармаларыңа,чыгарма,ларыңа,PL_POSS_2SG_DAT,NOUN,NOUN,"['PL', 'POSS', '2SG', 'DAT']"
поездиңизди,поезд,иңизди,POSS_2SGF_ACC,NOUN,NOUN,"['POSS', '2SGF', 'ACC']"
басалык,Бас,алык,HOR_PL,VERB,VERB,"['HOR', 'PL']"
сүйлөгөн,Сүйлө,гөн,PST_INDF_PERS_3SG,VERB,VERB,"['PST', 'INDF', 'PERS', '3SG']"
уюмуңдан,уюм,уңдан,POSS_2SG_ABL,NOUN,NOUN,"['POSS', '2SG', 'ABL']"
кийгиле,Кий,гиле,IMP_PL,VERB,VERB,"['IMP', 'PL']"
адистерибизге,адис,терибизге,PL_POSS_2PL_DAT,NOUN,NOUN,"['PL', 'POSS', '2PL', 'DAT']"
юристиңиздерди,юрист,иңиздерди,POSS_2PLF_ACC,NOUN,NOUN,"['POSS', '2PLF', 'ACC']"
ойгонмоксуңар,Ойгон,мок-суңар,INF_4_2PL,VERB,VERB,"['INF', '4', '2PL']"
өнөрүнө,өнөр,үнө,POSS_3SG_DAT,NOUN,NOUN,"['POSS', '3SG', 'DAT']"
суктанбайт,суктан,бай-т,NEG_FUT_DEF_3SG,VERB,VERB,"['NEG', 'FUT', 'DEF', '3SG']"
жигитти,жигит,ти,ACC,NOUN,NOUN,['ACC']
оюндарыңы,оюн,дарыңы,PL_POSS_2SG_ACC,NOUN,NOUN,"['PL', 'POSS', '2SG', 'ACC']"
балкаларбыз,балка,ларбыз,PL_PERS_1PL,NOUN,NOUN,"['PL', 'PERS', '1PL']"
байкадык,байка,дык,PST_DEF_POSS_1PL,VERB,VERB,"['PST', 'DEF', 'POSS', '1PL']"
жигиттеримди,жигит,теримди,PL_POSS_1SG_ACC,NOUN,NOUN,"['PL', 'POSS', '1SG', 'ACC']"
чуркагансыңар,Чурка,ган-сыңар,PST_INDF_2PL,VERB,VERB,"['PST', 'INDF', '2PL']"
мактасак,Макта,сак,COND_POSS_1PL,VERB,VERB,"['COND', 'POSS', '1PL']"
талашар,талаш,ар,PCP_FUT_DEF,VERB,VERB,"['PCP', 'FUT', 'DEF']"
ташыттыр,Ташы,тыр,CAUS_1,VERB,VERB,"['CAUS', '1']"
жууш,Жуу,ш,RECP,VERB,VERB,['RECP']
самындарыңарга,самын,дарыңарга,PL_POSS_2PL_DAT,NOUN,NOUN,"['PL', 'POSS', '2PL', 'DAT']"
токочторуңарга,токоч,торуңарга,PL_POSS_2PL_DAT,NOUN,NOUN,"['PL', 'POSS', '2PL', 'DAT']"
сүйлөрсүң,Сүйлө,р-сүң,FUT_INDF_2SG,VERB,VERB,"['FUT', 'INDF', '2SG']"
коймок,Кой,мок,INF_4,VERB,VERB,"['INF', '4']"
жазуу,Жаз,уу,INF_2,VERB,VERB,"['INF', '2']"
иштейт,Иште,й-т,FUT_DEF_3SG,VERB,VERB,"['FUT', 'DEF', '3SG']"
жерлериңен,жер,лериңен,PL_POSS_1SG_GEN,NOUN,NOUN,"['PL', 'POSS', '1SG', 'GEN']"
унутуптурсуздар,Унут,уптур-суздар,PST_EVID_2PLF,VERB,VERB,"['PST', 'EVID', '2PLF']"
байкаганча,байка,ганча,ADVV_SUC,VERB,VERB,"['ADVV', 'SUC']"
топтогон,топто,гон,PST_INDF_PERS_3SG,VERB,VERB,"['PST', 'INDF', 'PERS', '3SG']"
термелем,термел,е-м,FUT_DEF_1SG,VERB,VERB,"['FUT', 'DEF', '1SG']"
жездесинин,жезде,синин,POSS_3SG_GEN,NOUN,NOUN,"['POSS', '3SG', 'GEN']"
дүкөндөрбүз,дүкөн,дөрбүз,PL_PERS_1PL,NOUN,NOUN,"['PL', 'PERS', '1PL']"
ичсек,Ич,сек,COND_POSS_1PL,VERB,VERB,"['COND', 'POSS', '1PL']"
урматтамаксың,урматта,максың,INF_4_2SG,VERB,VERB,"['INF', '4', '2SG']"
асманыңардын,асман,ыңардын,POSS_2PL_GEN,NOUN,NOUN,"['POSS', '2PL', 'GEN']"
касапчымда,касапчы,мда,POSS_1SG_LOC,NOUN,NOUN,"['POSS', '1SG', 'LOC']"
бүктөбөйт,Бүктө,бө-й-т,NEG_FUT_DEF_3SG,VERB,VERB,"['NEG', 'FUT', 'DEF', '3SG']"
периштелериң,периште,лериң,PL_POSS_2SG,NOUN,NOUN,"['PL', 'POSS', '2SG']"
окуп жатса,Оку,п-жатса,PRES_COND,VERB,VERB,"['PRES', 'COND']"
самыныңарда,самын,ыңарда,POSS_2PL_LOC,NOUN,NOUN,"['POSS', '2PL', 'LOC']"
жатчы,Жат,чы,PREC_1,VERB,VERB,"['PREC', '1']"
кырк экинчисиз,кырк эки,нчи-сиз,NUM_ORD_2SGF,NUM,NUM,"['NUM', 'ORD', '2SGF']"
сырдасам,Сырда,сам,COND_POSS_1SG,VERB,VERB,"['COND', 'POSS', '1SG']"
темирби,темир,би,INT,NOUN,NOUN,['INT']
чабыптырсыздар,Чап,ыптыр-сыздар,PST_EVID_2PLF,VERB,VERB,"['PST', 'EVID', '2PLF']"
философум,философ,ум,POSS_1SG,NOUN,NOUN,"['POSS', '1SG']"
чуркабайсың,Чурка,ба-йсың,NEG_2SG,VERB,VERB,"['NEG', '2SG']"
айтканы,Айт,каны,ADVV_INT,VERB,VERB,"['ADVV', 'INT']"
каттайсыңар,катта,й-сыңар,FUT_DEF_2PL,VERB,VERB,"['FUT', 'DEF', '2PL']"
санабасмын,Сана,бас-мын,FUT_INDF_NEG_PERS_1SG,VERB,VERB,"['FUT', 'INDF', 'NEG', 'PERS', '1SG']"
ашпозу,ашпоз,у,POSS_3SG,NOUN,NOUN,"['POSS', '3SG']"
ташыганбыз,Ташы,ган-быз,PST_INDF_1PL,VERB,VERB,"['PST', 'INDF', '1PL']"
кайрыл,кайры,л,PASS,VERB,VERB,['PASS']
отурасыз,Отур,а-сыз,FUT_DEF_2SGF,VERB,VERB,"['FUT', 'DEF', '2SGF']"
периштелериңизде,периште,лериңизде,PL_POSS_2SGF_LOC,NOUN,NOUN,"['PL', 'POSS', '2SGF', 'LOC']"
сатпачудай,Сат,па-чудай,FUT_INDF_3SG,VERB,VERB,"['FUT', 'INDF', '3SG']"
ырларың,ыр,ларың,PL_POSS_2SG,NOUN,NOUN,"['PL', 'POSS', '2SG']"
арнайт,арна,й-т,FUT_DEF_3SG,VERB,VERB,"['FUT', 'DEF', '3SG']"
өкмөттөрбүз,өкмөт,төрбүз,PL_PERS_1PL,NOUN,NOUN,"['PL', 'PERS', '1PL']"
көрчүсүң,Көр,чү-сүң,PST_ITER_2SG,VERB,VERB,"['PST', 'ITER', '2SG']"
чаппасмын,Чап,пас-мын,PCP_FUT_NEG_PERS_1SG,VERB,VERB,"['PCP', 'FUT', 'NEG', 'PERS', '1SG']"
шыпыруучу,Шыпыр,уучу,PCP_PR,VERB,VERB,"['PCP', 'PR']"
жапчусуздар,Жап,чу-суз-дар,PST_ITER_2PLF,VERB,VERB,"['PST', 'ITER', '2PLF']"
топтоп жатса,топто,п-жатса,PRES_COND,VERB,VERB,"['PRES', 'COND']"
самындарды,самын,дарды,PL_ACC,NOUN,NOUN,"['PL', 'ACC']"
адистерибизден,адис,терибизден,PL_POSS_1PL_GEN,NOUN,NOUN,"['PL', 'POSS', '1PL', 'GEN']"
жерлеримдин,жер,леримдин,PL_POSS_1SG_GEN,NOUN,NOUN,"['PL', 'POSS', '1SG', 'GEN']"
периштеңиздерди,периште,ңиздерди,POSS_2PLF_ACC,NOUN,NOUN,"['POSS', '2PLF', 'ACC']"
көтөрт,Көтөр,т,CAUS_2,VERB,VERB,"['CAUS', '2']"
куштарыңызга,куш,тарыңызга,PL_POSS_2SGF_DAT,NOUN,NOUN,"['PL', 'POSS', '2SGF', 'DAT']"
уюмуңуздардан,уюм,уңуздардан,POSS_2PLF_ABL,NOUN,NOUN,"['POSS', '2PLF', 'ABL']"
түртмөксүңөр,Түрт,мак-сыңар,INF_4_2PL,VERB,VERB,"['INF', '4', '2PL']"
жылмайарсың,Жылмай,ар-сың,FUT_INDF_2SG,VERB,VERB,"['FUT', 'INDF', '2SG']"
токочуңан,токоч,уңан,POSS_2SG_ABL,NOUN,NOUN,"['POSS', '2SG', 'ABL']"
көчүрбөгөн,Көчүр,бө-гөн,NEG_PST_INDF_3SG,VERB,VERB,"['NEG', 'PST', 'INDF', '3SG']"
казып жатабыз,Каз,ып-жатабыз,PRES_1PL,VERB,VERB,"['PRES', '1PL']"
окумуштууларынан,окумуштуу,ларынан,PL_POSS_3PL_ABL,NOUN,NOUN,"['PL', 'POSS', '3PL', 'ABL']"
өспүрүмүмдө,өспүрүм,үмдө,POSS_1SG_LOC,NOUN,NOUN,"['POSS', '1SG', 'LOC']"
акылманыңдан,акылман,ыңдан,POSS_2SG_ABL,NOUN,NOUN,"['POSS', '2SG', 'ABL']"
тиштешти,Тиште,ш-ет,FUT_DEF_3PL,VERB,VERB,"['FUT', 'DEF', '3PL']"
узатыңыздар,Узат,ңыздар,IMP_PLF,VERB,VERB,"['IMP', 'PLF']"
куруп жаттың,кур,уп-жаттың,PRES_PST_2SG,VERB,VERB,"['PRES', 'PST', '2SG']"
сааттары,саат,тары,PL_POSS_3SG,NOUN,NOUN,"['PL', 'POSS', '3SG']"
студентими,студент,ими,POSS_1SG_ACC,NOUN,NOUN,"['POSS', '1SG', 'ACC']"
текшербеймин,Текшер,бе-ймин,NEG_1SG,VERB,VERB,"['NEG', '1SG']"
адашпачу,адаш,па-чу,NEG_PST_ITER_3SG,VERB,VERB,"['NEG', 'PST', 'ITER', '3SG']"
жетимиш үчкө,жетимиш үч,кө,DAT,NUM,NUM,['DAT']
неберелериңиздерди,небере,лериңиздерди,PL_POSS_2PLF_ACC,NOUN,NOUN,"['PL', 'POSS', '2PLF', 'ACC']"
өтчүсүз,өт,чү-сүз,PST_ITER_2SGF,VERB,VERB,"['PST', 'ITER', '2SGF']"
топторсуз,топто,р-суз,FUT_INDF_2SGF,VERB,VERB,"['FUT', 'INDF', '2SGF']"
комуздарыңыздын,комуз,дарыңыздын,PL_POSS_2SGF_GEN,NOUN,NOUN,"['PL', 'POSS', '2SGF', 'GEN']"
балкаңардан,балка,ңардан,POSS_2PL_ABL,NOUN,NOUN,"['POSS', '2PL', 'ABL']"
сактайсыңар,сакта,й-сыңар,FUT_DEF_2PL,VERB,VERB,"['FUT', 'DEF', '2PL']"
жездеге,жезде,ге,DAT,NOUN,NOUN,['DAT']
отурчусуң,Отур,чу-суң,PST_ITER_2SG,VERB,VERB,"['PST', 'ITER', '2SG']"
жылмайыптырсыз,Жылмай,ыптыр-сыз,PST_EVID_2SGF,VERB,VERB,"['PST', 'EVID', '2SGF']"
шыпырдым,Шыпыр,дым,PST_DEF_POSS_1SG,VERB,VERB,"['PST', 'DEF', 'POSS', '1SG']"
алтымыш экинин,алтымыш эки,нин,GEN,NUM,NUM,['GEN']
айнектериңи,айнек,териңи,PL_POSS_2SG_ACC,NOUN,NOUN,"['PL', 'POSS', '2SG', 'ACC']"
уюмуңан,уюм,уңан,POSS_2SG_ABL,NOUN,NOUN,"['POSS', '2SG', 'ABL']"
койгуча,Кой,гуча,ADVV_SUC,VERB,VERB,"['ADVV', 'SUC']"
создуң,соз,дуң,PST_DEF_POSS_2SG,VERB,VERB,"['PST', 'DEF', 'POSS', '2SG']"
сактармын,сакта,р-мын,FUT_INDF_1SG,VERB,VERB,"['FUT', 'INDF', '1SG']"
сапттабачудай,сапатта,ба-чудай,FUT_INDF_3SG,VERB,VERB,"['FUT', 'INDF', '3SG']"
ойчулун,ойчул,ун,POSS_3PL_ACC,NOUN,NOUN,"['POSS', '3PL', 'ACC']"
иччүсүңөр,Ич,чү-сүңөр,PST_ITER_2PL,VERB,VERB,"['PST', 'ITER', '2PL']"
санашсын,Сана,ышсын,JUS_PL,VERB,VERB,"['JUS', 'PL']"
айтты,Айт,ты,PST_DEF,VERB,VERB,"['PST', 'DEF']"
токочторубуздун,токоч,торубуздун,PL_POSS_2PL_GEN,NOUN,NOUN,"['PL', 'POSS', '2PL', 'GEN']"
